BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,RESIDENTIAL UNITS,COMMERCIAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT TO NOW,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE
4,182,01,1,0,2100,1216,77,1,A5,555000
4,182,01,1,0,2100,1216,77,1,A5,150000
4,182,01,1,0,1829,936,116,1,A1,24000
4,182,01,1,0,2150,1470,77,1,A2,374750
4,182,01,1,0,2150,1470,77,1,A2,440000
4,182,01,1,0,2225,1596,77,1,A2,495000
4,182,01,1,0,2000,1600,82,1,A5,350000
4,182,01,1,0,2200,1200,87,1,A2,10
4,182,01,1,0,2200,1200,87,1,A2,75000
4,182,01,1,0,1666,1080,97,1,A1,479000
4,182,01,1,0,2000,840,97,1,A1,395000
4,182,01,1,0,2090,1120,97,1,A1,475000
4,182,01,1,0,1660,1440,97,1,A5,493000
4,182,01,1,0,2500,1152,97,1,A1,260000
4,182,01,1,0,2000,1128,77,1,A5,520000
4,182,01,1,0,2000,1216,77,1,A5,525000
4,182,01,1,0,2000,1216,77,1,A5,560000
4,182,01,1,0,2000,1216,77,1,A5,250000
4,182,01,1,0,2142,861,82,1,A5,455000
4,182,01,1,0,1967,1330,82,1,A5,563500
4,182,01,1,0,1967,1330,82,1,A5,520000
4,182,01,1,0,1967,1330,82,1,A5,430000
4,182,01,1,0,2142,861,67,1,A2,180000
4,182,01,1,0,944,1320,77,1,A1,358000
4,182,01,1,0,2000,1024,87,1,A1,160000
4,182,01,1,0,2750,1248,87,1,A1,325000
4,182,01,1,0,2000,1712,97,1,A1,142500
4,182,01,1,0,2000,1712,97,1,A1,142500
4,182,01,1,0,2400,1696,97,1,A1,618000
4,182,01,1,0,2482,1376,92,1,A1,460000
4,182,01,1,0,1930,1368,92,1,A1,520000
4,182,01,1,0,2056,1280,92,1,A1,485000
4,182,01,1,0,2152,1184,92,1,A1,509300
4,182,01,1,0,3000,1848,92,1,A1,400000
4,182,01,1,0,2574,1136,92,1,A1,367300
4,182,01,1,0,2510,1280,92,1,A1,530000
4,182,01,1,0,2800,1176,87,1,A1,448000
4,182,01,1,0,2817,1446,87,1,A1,505000
4,182,01,1,0,3080,1164,92,1,A1,470000
4,182,01,1,0,3300,1360,67,1,A5,440000
4,182,01,1,0,3000,1110,77,1,A2,425000
4,182,01,1,0,2700,990,77,1,A2,310000
4,182,01,1,0,2125,880,92,1,A2,10
4,182,01,1,0,2250,1248,82,1,A1,545000
4,182,01,1,0,2250,1248,82,1,A1,377000
4,182,01,1,1,1680,970,92,1,S1,325000
4,182,01,1,0,1670,1140,92,1,A1,570000
4,182,01,1,0,2042,1400,77,1,A5,495000
4,182,01,1,0,2042,1400,77,1,A5,425215
4,182,01,1,0,2500,1232,97,1,A1,440000
4,182,01,1,0,4400,1074,116,1,A1,240000
4,182,01,1,0,2400,1200,87,1,A1,408499
4,182,01,1,0,2448,1248,97,1,A1,170500
4,182,01,1,0,2000,1280,72,1,A5,520000
4,182,01,1,0,2500,1264,92,1,A1,562000
4,182,01,1,0,2500,1264,92,1,A1,385000
4,182,01,1,0,2242,1264,92,1,A1,523000
4,182,02,2,0,2070,1196,97,1,B3,329550
4,182,02,2,0,1700,1054,97,1,B3,350000
4,182,02,2,0,1926,1824,97,1,B3,620000
4,182,02,2,0,1154,1212,97,1,B3,525000
4,182,02,2,0,1600,1272,97,1,B3,170000
4,182,02,2,0,1958,1867,97,1,B2,645000
4,182,02,2,0,2000,2772,87,1,B1,735000
4,182,02,2,0,2000,2110,107,1,B1,615000
4,182,02,2,0,1811,1808,102,1,B2,600000
4,182,02,2,0,2142,1592,102,1,B2,385000
4,182,02,2,0,2500,1420,92,1,B3,550000
4,182,02,2,0,1793,1206,107,1,B1,598900
4,182,02,2,0,1900,3334,47,1,B1,650000
4,182,02,2,0,2500,2329,11,1,B2,849999
4,182,02,2,0,1800,2080,107,1,B3,410000
4,182,02,2,0,1800,1168,107,1,B2,660000
4,182,02,2,0,3842,1980,102,1,B2,575000
4,182,02,2,0,2500,2000,116,1,B9,504000
4,182,02,2,0,2500,2000,116,1,B9,701192
4,182,02,2,0,3600,2912,47,1,B1,960000
4,182,02,2,0,2500,2016,97,1,B2,730000
4,182,02,2,0,1460,1200,97,1,B9,515000
4,182,02,2,0,2500,2200,107,1,B2,670000
4,182,02,2,0,2500,2200,107,1,B2,475000
4,182,02,2,0,1219,1536,57,1,B1,506500
4,182,02,2,0,2500,1185,92,1,B3,333000
4,182,02,2,0,3040,2293,62,1,B1,595000
4,182,02,2,0,1942,2800,62,1,B1,550000
4,182,02,2,0,2000,1426,77,1,B1,458000
4,182,02,2,0,1600,1840,87,1,B3,500800
4,182,02,2,0,2399,2056,77,1,B1,650000
4,182,02,2,0,2829,2082,77,1,B2,763000
4,182,02,2,0,2000,2048,97,1,B1,735000
4,182,02,2,0,1800,1232,97,1,B3,335000
4,182,02,2,0,1908,1232,97,1,B3,90000
4,182,02,2,0,2325,2128,92,1,B2,585000
4,182,02,2,0,2325,2128,97,1,B2,600000
4,182,02,2,0,2000,2675,92,1,B2,799999
4,182,02,2,0,2000,2675,92,1,B2,275500
4,182,02,2,0,2000,2080,97,1,B1,635000
4,182,02,2,0,1900,2106,97,1,B2,415000
4,182,02,2,1,1780,2980,97,1,S2,820000
4,182,02,2,0,2000,3146,112,1,B1,715000
4,182,02,2,0,2000,1790,92,1,B3,550000
4,182,02,2,0,2242,1996,97,1,B2,625000
4,182,02,2,0,2000,1401,92,1,B3,395000
4,182,02,2,0,3500,1672,116,1,B3,710000
4,182,02,2,0,3306,1984,107,1,B1,780000
4,182,02,2,0,2305,3795,13,1,B1,110000
4,182,02,2,0,2200,1764,87,1,B2,522000
4,182,02,2,0,2600,1648,107,1,B2,620000
4,182,02,2,0,2600,1648,107,1,B2,410000
4,182,02,2,0,2300,1548,97,1,B2,640000
4,182,02,2,0,2500,2250,107,1,B3,750000
4,182,02,2,0,2500,2250,107,1,B3,570000
4,182,02,2,0,2500,1512,107,1,B2,585000
4,182,02,2,0,2500,1920,102,1,B2,558000
4,182,02,2,1,2202,2924,92,1,S2,690000
4,182,02,2,0,2210,1400,116,1,B3,460000
4,182,02,2,0,1600,1700,97,1,B2,600000
4,182,02,2,0,5000,3650,102,1,B2,765000
4,182,02,2,0,2296,2400,13,1,B1,520000
4,182,02,2,0,2335,2070,97,1,B2,600000
4,182,02,2,0,2402,1152,107,1,B9,687500
4,182,02,2,0,2402,1152,107,1,B9,399000
4,182,02,2,0,4245,1680,97,1,B9,760000
4,182,02,2,0,1650,1806,77,1,B1,700000
4,182,02,2,0,1875,2032,97,1,B2,773800
4,182,02,2,0,2202,1080,97,1,B2,560000
4,182,02,2,0,2252,1960,97,1,B1,530000
4,182,02,2,0,2433,1200,82,1,B3,535000
4,182,02,2,0,2502,2156,87,1,B9,755000
4,182,02,2,0,3600,1364,77,1,B3,600000
4,182,02,2,0,2500,1652,87,1,B9,700000
4,182,02,2,0,2502,2352,82,1,B1,360000
4,182,02,2,0,5489,2252,116,1,B3,810000
4,182,02,2,0,2700,2220,87,1,B2,778000
4,182,02,2,0,1296,1080,67,1,B1,455000
4,182,02,2,0,2500,1476,87,1,B2,620000
4,182,02,2,0,4064,2430,57,1,B2,209000
4,182,02,2,0,8690,2340,57,1,B2,985000
4,182,02,2,0,4020,2376,57,1,B2,725000
4,182,02,2,0,4000,2444,57,1,B2,949000
4,182,02,2,0,2100,1280,77,1,B3,3000
4,182,02,2,0,1980,1740,62,1,B2,570000
4,182,02,2,0,1885,1952,97,1,B2,480000
4,182,02,2,0,1699,2367,87,1,B1,720000
4,182,02,2,0,3777,3025,57,1,B1,525000
4,182,02,2,0,1710,1245,87,1,B3,454000
4,182,02,2,0,2000,1346,87,1,B3,24000
4,182,02,2,0,1710,1230,87,1,B3,540000
4,182,02,2,0,2460,1056,87,1,B3,440000
4,182,02,2,0,2100,1536,87,1,B3,670000
4,182,02,2,0,3756,2496,57,1,B1,910000
4,182,02,2,0,2600,1024,92,1,B3,499000
4,182,02,2,0,4307,2000,87,1,B3,650000
4,182,02,2,0,2400,1184,82,1,B3,460000
4,182,02,2,0,2116,1536,82,1,B3,433000
4,182,02,2,0,2200,1184,82,1,B3,480000
4,182,02,2,0,2200,1708,87,1,B2,650000
4,182,02,2,0,1858,2136,87,1,B2,630000
4,182,02,2,0,2048,1328,87,1,B3,580000
4,182,02,2,0,3010,1332,87,1,B3,645000
4,182,02,2,0,2300,1248,97,1,B3,225275
4,182,02,2,0,1320,1760,57,1,B1,416000
4,182,02,2,0,2700,2213,97,1,B2,650000
4,182,02,2,1,1890,2720,97,1,S2,675000
4,182,02,2,1,2080,2600,86,1,S2,710000
4,182,02,2,0,1980,1220,97,1,B3,390213
4,182,02,2,0,1980,1220,97,1,B3,778920
4,182,02,2,0,5067,3000,92,1,B2,635000
4,182,02,2,0,4000,1342,72,1,B3,640000
4,182,02,2,0,4000,2980,107,1,B9,272500
4,182,02,2,0,2975,2420,97,1,B2,750000
4,182,02,2,0,2500,1932,102,1,B2,595000
4,182,02,2,0,2521,1700,92,1,B3,23000
4,182,02,2,0,2600,2322,97,1,B1,640000
4,182,02,2,1,2156,2760,97,1,S2,750000
4,182,02,2,0,2167,2772,57,1,B1,740000
4,182,02,2,0,6055,1800,67,1,B2,420000
4,182,02,2,0,4000,2360,57,1,B2,900000
4,182,02,2,0,2084,1280,77,1,B3,586000
4,182,02,2,0,2193,1280,77,1,B3,635000
4,182,02,2,0,2500,1712,87,1,B3,660000
4,182,02,2,0,2000,1600,77,1,B3,350000
4,182,02,2,0,2229,2337,42,1,B1,120000
4,182,02,2,0,2683,1800,97,1,B3,699000
4,182,02,2,0,2520,1440,97,1,B3,677000
4,182,02,2,0,4037,1300,107,1,B3,280000
4,182,02,2,0,2000,1216,77,1,B3,470000
4,182,02,2,0,3000,2392,57,1,B2,330000
4,182,02,2,0,2567,1184,87,1,B3,490000
4,182,02,2,0,3303,2392,52,1,B2,685000
4,182,02,2,0,8025,2496,52,1,B2,720000
4,182,02,2,0,3459,2024,52,1,B2,775000
4,182,02,2,0,3842,2496,52,1,B1,650000
4,182,02,2,0,4000,2496,52,1,B2,810000
4,182,02,2,0,2000,1410,82,1,B3,500000
4,182,02,2,0,2500,3003,52,1,B2,405000
4,182,02,2,0,2100,1840,57,1,B2,665000
4,182,02,2,0,2400,2400,57,1,B1,500000
4,182,02,2,0,2570,2184,52,1,B2,750000
4,182,02,2,0,2585,1376,92,1,B3,575000
4,182,02,2,0,2304,1568,92,1,B3,465100
4,182,02,2,0,2158,1992,92,1,B2,617000
4,182,02,2,0,2158,1992,92,1,B2,425000
4,182,02,2,0,2158,1992,92,1,B2,660000
4,182,02,2,0,2280,1264,92,1,B3,440500
4,182,02,2,0,2600,1264,92,1,B3,147000
4,182,02,2,0,1595,1360,82,1,B3,520000
4,182,02,2,0,2800,1176,87,1,B3,10
4,182,02,2,0,3080,1434,92,1,B3,500000
4,182,02,2,0,1700,2176,97,1,B2,315000
4,182,02,2,0,1700,2176,97,1,B2,469775
4,182,02,2,0,2000,1400,72,1,B3,570000
4,182,02,2,0,2000,1488,92,1,B3,592000
4,182,02,2,0,2800,1176,92,1,B3,435000
4,182,02,2,0,1674,1280,87,1,B2,25000
4,182,02,2,0,1907,1456,102,1,B3,580000
4,182,02,2,0,2000,1695,92,1,B3,550000
4,182,02,2,0,2375,1327,92,1,B3,805924
4,182,02,2,0,2375,1327,92,1,B3,805924
4,182,02,2,0,2500,1360,92,1,B3,550000
4,182,02,2,0,2500,1848,97,1,B2,745000
4,182,02,2,0,2000,1280,72,1,B1,603000
4,182,03,3,0,2000,2820,107,1,C0,760000
4,182,03,3,0,2000,3335,47,1,C0,720000
4,182,03,3,0,3000,2660,102,1,C0,650000
4,182,03,3,0,2000,2408,107,1,C0,740250
4,182,03,3,0,2000,2408,107,1,C0,854500
4,182,03,3,0,5000,3027,102,1,C0,1085000
4,182,03,3,0,2000,3072,15,1,C0,650000
4,182,03,3,0,2000,3072,15,1,C0,625000
4,182,03,3,0,2100,3265,30,1,C0,760000
4,182,03,3,0,5349,2416,97,1,C0,609500
4,182,03,3,0,5042,2048,87,1,C0,700000
4,182,03,3,0,2175,3100,13,1,C0,990000
4,182,03,3,0,2400,2560,52,1,C0,665000
4,182,03,3,0,1912,2736,11,1,C0,925000
4,182,03,3,0,3500,3260,97,1,C0,940000
4,182,03,3,0,2750,2709,8,1,C0,70000
4,182,03,3,0,2224,2442,52,1,C0,640000
4,182,03,3,0,5380,3705,39,1,C0,250000
4,182,03,3,0,2890,2466,92,1,C0,615000
4,182,03,3,0,2158,2008,92,1,C0,690000
4,182,03,3,0,2200,2008,97,1,C0,815000
4,182,03,3,0,2200,2008,97,1,C0,220000
4,182,03,3,0,3000,2800,47,1,C0,10
4,182,04,1,0, -  , -  , -  ,1,R3,449000
4,182,04,1,0, -  , -  , -  ,1,R3,379000
4,182,04,1,0, -  , -  , -  ,1,R3,260000
4,182,04,1,0, -  , -  ,14,1,R3,465000
4,182,04,1,0, -  , -  ,14,1,R3,405000
4,182,04,1,0, -  , -  ,14,1,R3,420000
4,182,04,1,0, -  , -  , -  ,1,R3,435000
4,182,04,1,0, -  , -  , -  ,1,R3,360000
4,182,04,1,0, -  , -  , -  ,1,R3,352000
4,182,04,1,0, -  , -  , -  ,1,R3,360000
4,182,04,1,0, -  , -  , -  ,1,R3,245000
4,182,04,1,0, -  , -  , -  ,1,R3,200000
4,182,04,1,0, -  , -  , -  ,1,R3,171700
4,182,04,1,0, -  , -  , -  ,1,R3,330000
4,182,05,0,0,2375, -  , -  ,1,V0,225000
4,182,05,0,0,5803, -  , -  ,1,V0,325000
4,182,05,0,0,4772, -  , -  ,1,V0,325000
4,182,05,0,0,3624, -  , -  ,1,V0,325000
4,182,05,0,0,3768, -  , -  ,1,V0,320000
4,182,05,0,0,4033, -  , -  ,1,V0,320000
4,182,05,0,0,9150, -  , -  ,1,V0,746250
4,182,05,0,0,3744, -  , -  ,1,V0,248750
4,182,05,0,0,14250, -  , -  ,1,V0,50000
4,182,07,4,0,2000,3100,97,2,C3,615000
4,182,07,4,0,2500,1977,87,2,C3,500000
4,182,07,9,1,5000,7500,86,2,C7,2607500
4,182,07,6,0,4141,3960,40,2,C2,28088888
4,182,07,6,0,4000,3960,40,2,C2,11411111
4,182,07,7,0,6450,3306,54,2,C1,940000
4,182,12,1,0, -  , -  ,90,2,R2,150000
4,182,12,1,0, -  , -  ,90,2,R2,239000
4,182,12,1,0, -  , -  ,90,2,R2,100000
4,182,21,1,1,1600,1130,97,4,O8,470000
4,182,22,1,1,2500,3200,87,4,K4,562500
4,182,22,0,2,4202,7560,92,4,K2,1
4,182,22,1,1,2000,3360,92,4,K4,1700000
4,182,29,0,0,5000, -  , -  ,4,G7,497500
4,182,29,0,1,4304,3600,89,4,G2,850000
4,182,29,0,1,10075,1235,57,4,G1,350000
4,182,29,0,1,4750,3850,86,4,G1,325000
4,182,30,0,1,9624,2855,86,4,E9,1450000
4,182,31,0,0,3126, -  , -  ,4,V1,250000
4,182,41,0,0,4004, -  , -  ,4,Z9,205000
4,182,41,0,0,4004, -  , -  ,4,Z9,125000
4,182,44,0,0, -  , -  ,29,4,RG,1000
4,183,01,1,0,3649,832,67,1,A2,425000
4,183,01,1,0,4183,832,67,1,A2,497500
4,183,01,1,0,5400,1140,67,1,A2,640000
4,183,01,1,0,5400,1140,67,1,A2,595000
4,183,01,1,0,4000,1275,87,1,A2,560000
4,183,01,1,0,4000,1248,67,1,A1,240000
4,183,01,1,0,4000,1248,67,1,A1,620000
4,183,01,1,0,4000,2045,5,1,A1,10
4,183,01,1,0,4000,1100,72,1,A2,691000
4,183,01,1,0,4000,1100,72,1,A2,616000
4,183,01,1,0,4000,1248,72,1,A0,565000
4,183,01,1,0,4000,1251,72,1,A2,650000
4,183,01,1,0,6000,1650,92,1,A1,863000
4,183,01,1,0,3300,1541,92,1,A1,590000
4,183,01,1,0,3483,2112,97,1,A1,480000
4,183,01,1,0,3000,1514,97,1,A1,515000
4,183,01,1,0,3450,1530,92,1,A1,522000
4,183,01,1,0,4000,1200,72,1,A0,635000
4,183,01,1,0,2300,1548,87,1,A1,450000
4,183,01,1,0,1600,1422,77,1,A5,420000
4,183,01,1,0,1600,1422,77,1,A5,410000
4,183,01,1,0,3000,1460,82,1,A1,70000
4,183,01,1,1,1680,1664,86,1,S1,452000
4,183,01,1,0,4300,1662,87,1,A1,485000
4,183,01,1,0,3200,1650,97,1,A1,158753
4,183,01,1,0,3300,1496,97,1,A1,500000
4,183,01,1,0,3520,1320,87,1,A1,500000
4,183,01,1,0,3264,1529,97,1,A1,410000
4,183,01,1,0,2900,1548,97,1,A1,200000
4,183,01,1,0,2500,1168,97,1,A1,400000
4,183,01,1,0,2700,1448,97,1,A1,500000
4,183,01,1,0,2500,1088,97,1,A1,490000
4,183,01,1,0,2750,1152,97,1,A1,540000
4,183,01,1,0,2750,1152,97,1,A1,540000
4,183,01,1,0,3180,1188,97,1,A1,490000
4,183,01,1,0,2600,1216,97,1,A1,499000
4,183,01,1,0,2425,1216,97,1,A1,475000
4,183,01,1,0,2448,1200,97,1,A1,520000
4,183,01,1,0,2448,1088,97,1,A1,400000
4,183,01,1,0,3060,1280,97,1,A1,470000
4,183,01,1,0,3150,1440,87,1,A1,10
4,183,01,1,0,4200,1408,87,1,A1,555000
4,183,01,1,0,2500,1152,92,1,A1,405000
4,183,01,1,0,2375,1024,97,1,A1,1
4,183,01,1,0,2375,1024,97,1,A1,400000
4,183,01,1,0,2375,1312,97,1,A1,540000
4,183,01,1,0,2750,1312,97,1,A1,460000
4,183,01,1,0,2500,1288,97,1,A1,540000
4,183,01,1,0,2000,1344,87,1,A5,340000
4,183,01,1,0,2500,1344,97,1,A1,375000
4,183,01,1,0,2000,1296,87,1,A5,424000
4,183,01,1,0,3200,1707,97,1,A1,515000
4,183,01,1,0,3000,1759,97,1,A1,10
4,183,01,1,0,3000,1919,97,1,A1,495500
4,183,01,1,0,3300,1911,87,1,A1,305000
4,183,01,1,0,3000,1720,87,1,A1,575000
4,183,01,1,0,2500,1160,97,1,A1,480000
4,183,01,1,0,2375,1136,97,1,A1,499000
4,183,01,1,0,2791,1136,97,1,A1,495000
4,183,01,1,0,2900,1136,97,1,A1,512000
4,183,01,1,0,3400,1130,97,1,A1,10
4,183,01,1,0,3500,1120,97,1,A1,485000
4,183,01,1,0,3000,1136,97,1,A1,510000
4,183,01,1,0,3000,1136,97,1,A1,540000
4,183,01,1,0,2340,1334,92,1,A1,450000
4,183,01,1,0,2340,1334,92,1,A1,500000
4,183,01,1,0,2300,1334,92,1,A1,520000
4,183,01,1,0,2300,1357,97,1,A1,500000
4,183,01,1,0,2225,1357,97,1,A1,590000
4,183,01,1,0,2800,1120,92,1,A1,495000
4,183,01,1,0,2700,1216,92,1,A1,455000
4,183,01,1,0,2500,1296,97,1,A1,565000
4,183,01,1,0,2352,1325,87,1,A1,420000
4,183,01,1,0,2325,1348,87,1,A1,260000
4,183,01,1,0,2400,2058,77,1,A1,635000
4,183,01,1,0,3242,1234,67,1,A5,470000
4,183,01,1,0,2200,1234,67,1,A5,345560
4,183,01,1,0,3300,1268,87,1,A1,390000
4,183,01,1,0,3700,1660,87,1,A1,550000
4,183,01,1,0,3300,1272,92,1,A1,390000
4,183,01,1,0,3200,1320,92,1,A1,380000
4,183,01,1,0,3500,1392,92,1,A1,475000
4,183,01,1,0,3500,1392,92,1,A1,350000
4,183,01,1,0,2300,1278,82,1,A5,505000
4,183,01,1,0,2100,1278,82,1,A5,500000
4,183,01,1,0,2100,1278,82,1,A5,485000
4,183,01,1,0,2200,1638,67,1,A5,488000
4,183,01,1,0,2200,1638,67,1,A5,420000
4,183,01,1,0,2400,1408,87,1,A1,488000
4,183,01,1,0,3000,1152,87,1,A1,437000
4,183,01,1,0,3000,1152,87,1,A1,429000
4,183,01,1,0,2400,1152,87,1,A1,445000
4,183,01,1,0,2400,1568,87,1,A1,250000
4,183,01,1,0,2400,1280,87,1,A1,515000
4,183,01,1,0,2400,1280,87,1,A1,410000
4,183,01,1,0,2400,1280,97,1,A1,567000
4,183,01,1,0,1656,1818,72,1,A5,435000
4,183,01,1,0,1656,1683,72,1,A5,442000
4,183,01,1,0,2400,1496,97,1,A1,520000
4,183,01,1,0,2200,1088,67,1,A5,472000
4,183,01,1,0,3000,1520,92,1,A1,499000
4,183,01,1,0,3090,1232,87,1,A1,515000
4,183,01,1,0,3000,1118,87,1,A1,425000
4,183,01,1,0,3000,1184,97,1,A1,415000
4,183,01,1,0,2625,1264,92,1,A1,567500
4,183,01,1,0,2625,1308,92,1,A1,422500
4,183,01,1,0,2500,1552,92,1,A1,478000
4,183,01,1,0,2400,2114,92,1,A5,525000
4,183,01,1,0,2500,1345,92,1,A1,465000
4,183,01,1,0,2500,1568,87,1,A1,575000
4,183,01,1,0,2500,1636,87,1,A1,465000
4,183,01,1,0,4000,1194,72,1,A2,552000
4,183,01,1,0,5200,1300,77,1,A1,550000
4,183,01,1,0,4000,2000,77,1,A1,540000
4,183,01,1,0,4000,1243,77,1,A0,580000
4,183,01,1,0,5500,2316,67,1,A1,760000
4,183,01,1,0,2856,1616,97,1,A1,528000
4,183,01,1,0,4500,2229,57,1,A2,590000
4,183,01,1,0,5040,1450,87,1,A1,470000
4,183,01,1,0,2300,1568,97,1,A1,483000
4,183,01,1,0,4000,1469,72,1,A2,448535
4,183,01,1,0,4000,2106,97,1,A1,469000
4,183,01,1,0,3300,1548,97,1,A1,432334
4,183,01,1,0,3300,1548,97,1,A1,545000
4,183,01,1,0,3000,1136,97,1,A1,497000
4,183,01,1,0,2500,1264,92,1,A1,535000
4,183,01,1,0,2500,1264,92,1,A1,327100
4,183,01,1,0,2500,1145,87,1,A1,480000
4,183,01,1,0,2500,1145,87,1,A1,380000
4,183,01,1,0,2500,855,87,1,A1,460000
4,183,01,1,0,2500,855,87,1,A1,180000
4,183,01,1,0,1840,1358,67,1,A5,465000
4,183,01,1,0,3900,1384,77,1,A1,630000
4,183,01,1,0,4000,1936,62,1,A1,430000
4,183,01,1,0,4000,1210,62,1,A2,420000
4,183,01,1,0,2975,840,92,1,A1,338000
4,183,01,1,0,2700,1288,92,1,A1,465000
4,183,01,1,0,4000,1580,97,1,A1,10000
4,183,01,1,0,4000,1568,87,1,A1,480000
4,183,01,1,0,4320,1670,92,1,A1,387500
4,183,01,1,0,2500,1024,97,1,A1,515000
4,183,01,1,0,2500,1136,97,1,A1,450000
4,183,01,1,0,4000,1120,92,1,A1,365000
4,183,01,1,0,3000,1338,92,1,A1,505000
4,183,01,1,0,3000,1338,92,1,A1,360000
4,183,01,1,0,2800,1692,87,1,A1,569000
4,183,01,1,0,4000,1650,97,1,A1,100000
4,183,01,1,0,3000,1136,87,1,A1,142500
4,183,01,1,0,4000,1200,87,1,A1,350000
4,183,01,1,0,4000,1538,87,1,A1,300000
4,183,01,1,0,3000,1188,92,1,A1,490000
4,183,01,1,0,3200,1496,92,1,A1,500
4,183,01,1,0,2600,1280,82,1,A1,535000
4,183,01,1,0,4000,1116,87,1,A1,458000
4,183,01,1,0,2800,1080,87,1,A1,456750
4,183,01,1,0,1638,1224,77,1,A5,469000
4,183,01,1,0,2942,1216,92,1,A1,420000
4,183,01,1,0,2646,1440,92,1,A1,507500
4,183,01,1,0,2500,1140,92,1,A1,240000
4,183,01,1,0,2692,1568,97,1,A1,170000
4,183,01,1,0,6000,2301,102,1,A1,690000
4,183,01,1,0,6000,2301,102,1,A1,355500
4,183,01,1,0,1520,1586,57,1,A5,420000
4,183,01,1,0,4000,1837,97,1,A1,550000
4,183,01,1,0,5000,1422,92,1,A1,310000
4,183,01,1,0,4000,1554,92,1,A1,320000
4,183,01,1,0,3700,1572,92,1,A1,330000
4,183,01,1,0,3700,1572,92,1,A1,488000
4,183,01,1,0,3000,1140,92,1,A1,325000
4,183,01,1,0,2820,1077,92,1,A1,344760
4,183,01,1,0,4000,1482,87,1,A1,429888
4,183,01,1,0,4000,1482,87,1,A1,469000
4,183,01,1,0,4620,1408,97,1,A1,370000
4,183,01,1,0,1473,1150,97,1,A5,440000
4,183,01,1,0,1473,1150,97,1,A5,135000
4,183,01,1,0,3366,1428,87,1,A1,412000
4,183,01,1,0,4650,1336,87,1,A2,385000
4,183,01,1,0,7500,956,92,1,A2,210000
4,183,01,1,0,2300,1568,87,1,A1,197500
4,183,01,1,0,2525,994,87,1,A1,450000
4,183,01,1,0,2500,1065,87,1,A1,345000
4,183,01,1,0,3750,1305,92,1,A1,420000
4,183,01,1,0,4800,1296,102,1,A1,349200
4,183,01,1,0,3000,1476,97,1,A1,470000
4,183,01,1,0,4000,1188,97,1,A1,375000
4,183,01,1,0,4400,1474,92,1,A1,377373
4,183,01,1,0,3753,1488,92,1,A1,545000
4,183,01,1,0,3753,1488,92,1,A1,255000
4,183,01,1,0,2892,1136,97,1,A1,390000
4,183,01,1,1,1725,2000,87,1,S1,370000
4,183,01,1,0,7158,1080,72,1,A0,300000
4,183,01,1,0,3500,1568,82,1,A1,450000
4,183,01,1,0,2805,1664,82,1,A1,550000
4,183,01,1,0,4000,1464,87,1,A1,290000
4,183,01,1,0,3800,1431,87,1,A1,480000
4,183,01,1,0,4000,1604,82,1,A1,500000
4,183,01,1,0,1710,1224,72,1,A5,430000
4,183,01,1,0,1653,1156,72,1,A5,365000
4,183,01,1,0,4000,1960,97,1,A1,525000
4,183,01,1,0,3000,1746,97,1,A1,494000
4,183,01,1,0,3300,1320,92,1,A1,455000
4,183,01,1,0,4000,1120,87,1,A1,361000
4,183,01,1,0,4000,1763,87,1,A1,615000
4,183,01,1,0,3700,1735,87,1,A1,625000
4,183,01,1,0,3000,1626,92,1,A1,545000
4,183,01,1,0,2970,1364,92,1,A1,485000
4,183,01,1,0,2725,1568,97,1,A1,529000
4,183,01,1,0,3016,1568,97,1,A1,289000
4,183,01,1,0,3000,1096,97,1,A1,410000
4,183,01,1,0,3000,1142,97,1,A1,370000
4,183,01,1,0,3000,1386,97,1,A1,465000
4,183,01,1,0,3443,1517,97,1,A1,300000
4,183,01,1,0,4000,1488,87,1,A1,465000
4,183,01,1,0,3470,1572,87,1,A1,535000
4,183,01,1,0,2400,1024,87,1,A1,215000
4,183,01,1,0,3000,1720,87,1,A1,600000
4,183,01,1,0,3000,1720,87,1,A1,225000
4,183,01,1,0,2500,1572,92,1,A1,460000
4,183,01,1,0,4000,1680,87,1,A1,386900
4,183,01,1,0,3000,1392,87,1,A1,495000
4,183,01,1,0,5144,1154,92,1,A1,482000
4,183,01,1,0,4250,1170,62,1,A2,400000
4,183,01,1,0,3100,1352,97,1,A1,360000
4,183,01,1,0,1680,1496,11,1,A5,435000
4,183,01,1,0,1640,1240,11,1,A5,10000
4,183,01,1,0,1640,1240,11,1,A5,10000
4,183,01,1,0,1216,1496,57,1,A5,305500
4,183,01,1,0,2600,1232,92,1,A1,444700
4,183,01,1,0,2600,1232,92,1,A1,275000
4,183,01,1,0,4000,2178,82,1,A1,525000
4,183,01,1,0,4000,1163,72,1,A0,469000
4,183,01,1,0,4000,1143,72,1,A0,470000
4,183,01,1,0,4000,1143,72,1,A0,465000
4,183,01,1,0,4000,1545,97,1,A1,510000
4,183,01,1,0,4167,1368,92,1,A1,540500
4,183,01,1,0,2850,1746,87,1,A1,460000
4,183,01,1,0,3800,1746,87,1,A1,575000
4,183,01,1,0,3800,1746,87,1,A1,230000
4,183,01,1,0,2850,1746,82,1,A1,445000
4,183,01,1,0,2600,1200,82,1,A1,10
4,183,01,1,0,2600,1200,82,1,A1,493000
