Rooms,2ype,Method,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price
4,1,1,11.4,3204,4,3,2,557,Glen Eira,-37.91389,145.02804,6,6795,1350000
3,1,2,13.8,3165,3,2,1,260,Glen Eira,-37.92188,145.07266,6,10969,890000
4,1,2,13.8,3165,4,2,5,612,Glen Eira,-37.9143,145.06582,6,10969,1655000
3,1,2,13.8,3165,3,2,2,614,Glen Eira,-37.91068,145.06802,6,10969,1430000
3,2,2,13.8,3165,3,2,2,225,Glen Eira,-37.91425,145.08376,6,10969,955000
4,1,2,35.2,3806,4,2,2,792,Casey,-38.03296,145.33439,2,17093,667000
4,1,2,35.2,3806,4,2,2,796,Casey,-38.06022,145.35044,2,17093,740000
3,3,2,17.3,3193,3,2,2,328,Bayside,-37.97359,145.0214,6,2866,1080000
2,3,3,17.3,3193,2,1,1,159,Bayside,-37.97363,145.02302,6,2866,623500
4,1,2,13.4,3130,4,1,2,769,Whitehorse,-37.83998,145.15198,1,4387,1258000
3,1,2,16.1,3088,3,1,2,392,Banyule,-37.70433,145.12184,1,1390,590000
3,2,5,10.5,3186,3,2,4,0,Bayside,-37.89168,144.99162,6,10579,1600000
3,1,2,10.5,3186,3,2,1,343,Bayside,-37.88623,144.99858,6,10579,1211000
4,1,2,10.5,3186,4,3,3,803,Bayside,-37.9146,145.00535,6,10579,3225000
4,1,1,10.5,3186,4,3,2,373,Bayside,-37.92465,144.9992,6,10579,2385000
3,3,2,10.5,3186,3,1,2,0,Bayside,-37.90899,145.00046,6,10579,1370000
3,1,2,10.3,3187,3,4,2,424,Bayside,-37.92988,145.01085,6,6938,1750800
4,1,5,10.3,3187,4,3,2,592,Bayside,-37.92173,145.01436,6,6938,2300000
4,1,2,10.3,3187,4,1,2,606,Bayside,-37.91684,145.01727,6,6938,1605000
2,1,4,10.3,3187,2,1,1,542,Bayside,-37.91704,145.01846,6,6938,1035000
3,1,4,14,3047,3,1,1,546,Hume,-37.67411,144.94677,3,4294,505000
3,2,2,6.4,3012,3,2,2,244,Hobsons Bay,-37.82017,144.84904,7,962,663000
2,1,1,5.2,3056,2,1,1,245,Moreland,-37.77111,144.96427,3,11918,860000
3,1,2,5.2,3056,3,1,1,349,Moreland,-37.7744,144.96753,3,11918,1505000
3,1,5,5.2,3056,3,2,0,200,Moreland,-37.77494,144.9697,3,11918,1700000
3,1,2,5.2,3056,3,1,1,439,Moreland,-37.77047,144.97005,3,11918,1280000
2,3,4,5.2,3056,2,1,0,0,Moreland,-37.76162,144.9608,3,11918,755000
5,1,2,5.2,3056,5,3,4,957,Moreland,-37.77501,144.95117,3,11918,2545000
3,1,4,5.2,3056,3,2,2,401,Moreland,-37.76491,144.95253,3,11918,1405000
2,3,5,5.2,3056,2,1,1,69,Moreland,-37.75867,144.95679,3,11918,460000
4,1,2,4,3057,4,2,2,425,Moreland,-37.76262,144.97733,3,5533,1210000
3,1,2,4,3057,3,1,0,161,Moreland,-37.77742,144.97388,3,5533,1265000
3,1,5,5.2,3055,3,1,3,484,Moreland,-37.75416,144.94491,3,7082,1300000
2,3,2,5.2,3055,2,1,1,54,Moreland,-37.75948,144.94758,3,7082,460000
1,3,2,5.2,3055,1,1,1,41,Moreland,-37.75953,144.94094,3,7082,263100
5,1,2,5.2,3055,5,1,1,441,Moreland,-37.77242,144.94458,3,7082,1075000
4,2,1,10.8,3105,4,2,2,189,Manningham,-37.76048,145.08476,1,4480,950000
1,1,2,10.8,3105,1,1,1,604,Manningham,-37.75981,145.08599,1,4480,1310000
3,1,2,12.1,3083,3,1,2,412,Banyule,-37.6993,145.06193,3,10175,714000
4,1,1,12.1,3083,4,2,2,520,Whittlesea,-37.68155,145.04945,3,10175,880000
3,1,2,12.1,3083,3,2,2,639,Whittlesea,-37.69353,145.06008,3,10175,1405000
3,1,2,2.4,3121,3,2,1,93,Yarra,-37.82921,145.00826,3,438,1837500
3,1,2,14.8,3023,4,2,2,480,Melton,-37.73321,144.75752,7,1686,593000
3,1,2,10.4,3125,3,1,0,646,Whitehorse,-37.85049,145.11687,6,5678,1732000
3,1,2,10.4,3125,3,1,1,583,Whitehorse,-37.85475,145.12321,6,5678,1253500
7,1,2,10.4,3125,7,4,2,765,Whitehorse,-37.85103,145.11232,6,5678,1642000
2,2,2,10.4,3125,2,1,1,148,Whitehorse,-37.84743,145.09657,6,5678,700000
3,2,1,14.7,3151,3,2,2,306,Whitehorse,-37.85473,145.1521,1,4048,780000
4,1,2,14.8,3023,4,2,2,595,Brimbank,-37.76203,144.77764,7,2674,720000
3,1,2,7.7,3124,3,2,2,446,Boroondara,-37.84473,145.09218,6,8920,1622000
3,1,5,7.7,3124,3,2,2,321,Boroondara,-37.84627,145.08366,6,8920,1290000
3,1,2,8.4,3126,3,2,1,359,Boroondara,-37.8279,145.07403,6,3265,1930000
4,1,2,8.4,3126,4,2,2,654,Boroondara,-37.83208,145.07533,6,3265,2408000
4,1,2,8.4,3126,4,3,2,967,Boroondara,-37.81792,145.06244,6,3265,4750000
2,3,1,8.4,3126,2,1,1,2207,Boroondara,-37.83201,145.08163,6,3265,645000
2,3,5,1.6,3053,2,2,2,0,Melbourne,-37.80279,144.96442,3,6786,1100000
3,1,2,3.5,3054,3,1,0,216,Yarra,-37.78026,144.97554,3,3106,1628000
3,3,2,10.1,3163,3,2,2,0,Glen Eira,-37.89622,145.06032,6,7822,1042000
3,1,5,10.1,3163,3,2,2,621,Glen Eira,-37.90262,145.05709,6,7822,1450000
4,1,2,34.9,3201,4,2,2,550,Frankston,-38.08981,145.17353,5,8060,525000
2,3,2,8.7,3162,2,1,1,601,Glen Eira,-37.88524,145.02398,6,2379,570000
2,3,5,8.4,3145,2,1,1,1961,Glen Eira,-37.88299,145.04711,6,608,300000
2,1,2,7.8,3161,2,1,2,307,Glen Eira,-37.86906,145.01986,6,6923,1417500
4,1,2,8.7,3162,4,1,2,584,Glen Eira,-37.89694,145.02176,6,5051,1550000
2,1,1,11.7,3148,2,1,2,897,Monash,-37.88321,145.09594,6,3582,510000
3,1,3,17.9,3192,3,1,2,532,Kingston,-37.95746,145.06706,6,9758,1010000
2,3,2,17.9,3192,2,1,1,1078,Kingston,-37.95745,145.07219,6,9758,601000
3,1,2,17.9,3192,3,1,2,584,Kingston,-37.96911,145.07271,6,9758,1145000
3,1,4,17.9,3192,3,1,2,350,Kingston,-37.95342,145.06026,6,9758,755000
4,1,4,27.1,3116,4,2,3,734,Yarra Ranges,-37.76032,145.30299,2,3789,911982
4,1,2,16.7,3168,4,2,2,735,Monash,-37.92374,145.13222,5,5837,1040000
3,3,4,17.5,3169,3,2,2,363,Kingston,-37.93296,145.12664,5,4734,700000
3,1,2,3.6,3068,3,1,0,192,Yarra,-37.78992,144.99845,3,2954,1460000
2,3,2,3.6,3068,2,1,0,0,Yarra,-37.78745,145.00061,3,2954,556000
5,1,2,6.7,3058,5,2,3,630,Moreland,-37.7532,144.97114,3,11204,1615000
3,1,2,6.7,3058,3,2,1,512,Moreland,-37.75236,144.97587,3,11204,1090000
3,1,2,6.7,3058,3,2,2,677,Moreland,-37.72361,144.9837,3,3445,865000
2,2,5,6.7,3058,2,2,1,143,Moreland,-37.72037,144.97023,3,3445,525000
2,1,2,2,3066,2,1,0,144,Yarra,-37.80298,144.98894,3,4553,1135000
2,1,5,2,3066,2,1,0,139,Yarra,-37.79812,144.98873,3,4553,900000
2,2,2,20.6,3064,2,1,1,197,Hume,-37.57886,144.90817,3,15510,340000
3,1,2,20.6,3064,3,2,0,598,Hume,-37.5993,144.93867,3,15510,499000
6,1,2,20.6,3064,6,2,2,655,Hume,-37.59052,144.93066,3,15510,506000
3,1,2,20.6,3064,3,2,1,280,Hume,-37.57056,144.91751,3,15510,430000
3,2,2,20.6,3064,3,2,2,219,Hume,-37.57243,144.92663,3,15510,420000
2,3,2,2.4,3121,2,2,1,0,Yarra,-37.83011,144.99044,3,1123,570000
2,1,2,2.4,3121,2,1,2,155,Yarra,-37.82653,144.98945,3,1123,1253000
4,1,2,23,3136,4,2,3,879,Maroondah,-37.79079,145.30208,1,11925,720000
3,1,2,23,3136,3,1,2,455,Maroondah,-37.79318,145.25811,1,11925,637000
4,1,2,23,3136,4,2,2,731,Maroondah,-37.78021,145.26367,1,1705,905000
4,1,4,23,3136,4,1,2,1717,Maroondah,-37.77595,145.28383,1,2985,835000
3,1,3,23,3136,3,1,2,865,Maroondah,-37.81263,145.27588,1,1863,800000
3,1,4,24.7,3175,3,1,1,810,Greater Dandenong,-37.97938,145.23035,5,10894,560000
3,1,1,24.7,3175,3,1,2,540,Greater Dandenong,-37.98914,145.22531,5,10894,665000
4,1,2,14.8,3023,4,2,2,704,Brimbank,-37.7613,144.75988,7,6388,447000
3,1,2,14.8,3023,3,1,3,531,Brimbank,-37.7572,144.76093,7,6388,570000
4,1,2,14.7,3030,4,2,2,528,Brimbank,-37.78774,144.76019,7,2276,610000
3,1,2,27.7,3427,3,1,2,608,Melton,-37.6204,144.71138,7,1184,435000
4,1,2,22.2,3172,4,2,3,624,Kingston,-37.97533,145.12278,5,3940,1255000
2,3,2,22.2,3172,2,1,1,2256,Kingston,-37.9811,145.13807,5,3940,595000
4,1,2,12.4,3108,4,2,2,668,Manningham,-37.78198,145.11877,1,9028,1616000
3,1,2,12.4,3108,3,1,1,633,Manningham,-37.79094,145.11335,1,9028,1060000
4,1,2,12.4,3108,4,2,3,733,Manningham,-37.79197,145.14257,1,9028,1250000
3,3,2,14.3,3109,3,2,2,195,Manningham,-37.79979,145.15665,1,10999,871000
3,1,2,14.3,3109,3,2,2,695,Manningham,-37.78541,145.15493,1,10999,1451000
3,1,2,14.3,3109,3,2,3,654,Manningham,-37.78496,145.14659,1,10999,1385000
3,1,2,14.3,3109,3,2,2,402,Manningham,-37.79408,145.16352,1,10999,1360000
5,1,2,16.1,3111,5,4,3,4077,Manningham,-37.78182,145.1903,1,4790,2620000
6,1,2,27,3196,6,4,4,840,Kingston,-38.03548,145.11763,5,2546,1850000
2,3,2,27,3196,2,1,2,421,Kingston,-38.03093,145.11618,5,2546,612500
3,1,2,7.2,3185,3,2,1,306,Glen Eira,-37.89507,145.00477,6,4898,1060000
4,2,2,7.2,3185,4,2,2,470,Glen Eira,-37.89359,145.01267,6,4898,1970000
6,1,2,18,3095,6,3,3,804,Nillumbik,-37.70872,145.16102,1,6990,855000
3,1,2,18,3095,3,1,1,654,Nillumbik,-37.73209,145.13845,1,6990,855000
4,1,4,18,3095,4,3,2,792,Nillumbik,-37.68966,145.14649,1,2346,895000
4,1,2,18,3095,4,2,2,796,Banyule,-37.69771,145.1349,1,2346,925000
2,3,2,7.2,3184,2,1,0,702,Port Phillip,-37.87944,144.99375,6,8989,902000
2,1,2,7.2,3184,2,1,1,249,Port Phillip,-37.87964,144.9856,6,8989,1410000
2,3,2,7.2,3184,2,1,1,0,Port Phillip,-37.88945,144.99015,6,8989,660000
3,2,2,7.2,3184,3,2,2,797,Port Phillip,-37.8867,144.99141,6,8989,1360000
3,1,2,19.6,3076,3,2,2,553,Whittlesea,-37.64463,145.04155,3,10926,500000
3,1,2,19.6,3076,3,2,2,637,Whittlesea,-37.64097,145.05757,3,10926,573000
3,3,4,19.6,3076,3,2,1,156,Whittlesea,-37.6349,145.04042,3,10926,380500
3,1,2,19.6,3076,3,2,1,525,Whittlesea,-37.6507,145.04681,3,10926,528000
3,1,2,19.6,3076,3,2,1,606,Whittlesea,-37.62858,145.03735,3,10926,465000
4,1,1,19.6,3076,4,2,2,635,Whittlesea,-37.64051,145.05743,3,10926,545000
2,1,2,19.6,3076,2,1,1,279,Whittlesea,-37.65791,145.02643,3,10926,452500
2,1,2,7.5,3040,2,1,6,856,Moonee Valley,-37.74022,144.89557,7,9264,1980000
3,2,5,7.5,3040,3,2,1,176,Moonee Valley,-37.74936,144.89669,7,9264,830000
3,1,2,7.5,3040,3,2,1,173,Moonee Valley,-37.75382,144.89167,7,9264,886000
1,3,2,7.5,3040,1,1,1,28,Moonee Valley,-37.75209,144.92255,7,9264,280000
3,1,1,7.5,3040,3,2,2,204,Moonee Valley,-37.74487,144.91194,7,9264,850000
2,3,1,8.2,3041,2,1,1,92,Moonee Valley,-37.7388,144.89984,7,1308,445000
3,1,5,7.5,3040,3,3,1,846,Moonee Valley,-37.75228,144.88429,7,588,1050000
3,1,2,13.1,3060,3,2,4,491,Moreland,-37.69544,144.964,3,5070,710000
4,1,2,13.1,3060,4,2,4,625,Moreland,-37.71112,144.97357,3,5070,800000
3,1,2,13.1,3060,3,2,2,572,Moreland,-37.70145,144.962,3,5070,805000
2,1,2,13.1,3060,2,1,4,687,Moreland,-37.71833,144.96935,3,5070,786000
3,2,2,13.1,3060,3,1,1,164,Moreland,-37.71976,144.97121,3,5070,577000
3,2,2,24.8,3156,3,2,2,239,Knox,-37.886,145.28646,1,10788,670000
2,3,2,24.8,3156,2,2,1,306,Knox,-37.87275,145.26325,1,10788,617000
2,1,2,3.6,3068,2,1,1,167,Yarra,-37.78219,144.98371,3,6244,1321000
2,1,2,3.6,3068,2,1,0,121,Yarra,-37.78534,144.98125,3,6244,960000
1,3,2,3.6,3068,1,1,1,0,Yarra,-37.78737,144.98735,3,6244,495000
2,1,2,3.4,3031,2,1,1,180,Moonee Valley,-37.7839,144.92727,3,3593,990000
3,1,2,5.1,3011,3,1,0,390,Maribyrnong,-37.79977,144.88887,7,7570,1100000
2,2,2,5.1,3011,2,1,1,43,Maribyrnong,-37.78822,144.88361,7,7570,455000
2,1,4,15.4,3131,2,1,1,189,Whitehorse,-37.83283,145.17533,1,4385,680000
5,1,2,15.4,3131,5,3,2,477,Whitehorse,-37.84252,145.17258,1,4385,1205000
3,1,2,38,3199,3,1,2,602,Frankston,-38.13759,145.17054,5,17055,491000
3,1,2,38,3199,3,1,1,623,Frankston,-38.13669,145.14049,5,17055,566000
3,1,2,38,3199,3,1,1,650,Frankston,-38.15882,145.12914,5,17055,740000
4,1,4,38,3199,4,3,2,1659,Frankston,-38.16121,145.10381,5,7566,1400000
5,1,2,7.2,3185,5,2,2,538,Glen Eira,-37.89989,145.00883,6,534,1880000
3,1,2,12.9,3043,3,1,1,935,Hume,-37.69744,144.89073,7,3285,755000
4,1,2,12.9,3043,4,2,2,634,Hume,-37.68368,144.88976,7,3285,635000
2,3,2,7.3,3146,2,1,1,730,Stonnington,-37.85563,145.04369,6,10412,762000
2,3,2,7.3,3146,2,1,1,0,Stonnington,-37.85285,145.04608,6,10412,501000
4,1,2,7.3,3146,4,3,3,1064,Boroondara,-37.86224,145.06406,6,10412,2920000
3,2,2,7.3,3146,3,2,2,313,Boroondara,-37.85385,145.06473,6,10412,1501000
3,1,2,7.3,3146,3,2,2,409,Boroondara,-37.84965,145.05904,6,10412,1500000
3,1,2,7.3,3146,3,2,2,0,Boroondara,-37.85139,145.05835,6,10412,1440000
3,3,2,7.3,3146,3,2,2,296,Boroondara,-37.85948,145.08571,6,10412,1330000
4,1,2,16.7,3150,4,2,2,690,Monash,-37.90004,145.17205,1,15321,1130000
4,1,2,16.7,3150,4,2,2,762,Monash,-37.86584,145.16502,1,15321,1331000
4,1,2,16.7,3150,4,2,2,726,Monash,-37.89814,145.14457,1,15321,1100000
3,3,2,16.7,3150,3,2,2,328,Monash,-37.86931,145.15081,1,15321,1135000
4,1,1,11.2,3046,4,1,2,587,Moreland,-37.69897,144.90998,3,8870,651000
3,1,2,11.2,3046,3,1,1,746,Moreland,-37.71051,144.90925,3,8870,865000
1,3,4,11.2,3046,1,1,1,124,Moreland,-37.70917,144.92291,3,8870,362500
3,1,2,11.2,3046,3,1,1,584,Moreland,-37.71016,144.9215,3,8870,922000
2,1,2,11.2,3046,2,1,2,650,Moreland,-37.69712,144.91949,3,8870,650000
3,1,2,11.2,3046,3,2,6,697,Moreland,-37.69647,144.9113,3,8870,963500
3,1,2,11.2,3046,3,1,1,641,Moreland,-37.70757,144.90782,3,8870,815000
3,1,2,16.1,3088,3,1,3,580,Banyule,-37.71536,145.10205,3,8524,740000
5,1,2,20.4,3059,5,2,2,877,Hume,-37.63823,144.88675,3,4864,750000
4,1,2,20.4,3059,4,2,1,633,Hume,-37.63958,144.90267,3,4864,730000
3,1,2,20.4,3059,3,2,2,711,Hume,-37.64297,144.88796,3,4864,770000
3,1,5,20.4,3059,3,2,2,392,Hume,-37.62458,144.88546,3,4864,550000
3,1,2,11.2,3046,3,1,6,700,Moreland,-37.70569,144.94048,3,2606,870000
4,1,2,13.8,3188,4,2,2,630,Bayside,-37.93571,145.00964,6,5454,2905000
2,1,2,13.8,3188,2,1,2,765,Bayside,-37.93594,145.0195,6,5454,1695000
4,1,4,13.8,3188,4,2,2,726,Bayside,-37.93167,145.00134,6,5454,2550000
3,1,2,33.3,3976,3,2,3,646,Casey,-38.03378,145.2621,5,8256,561000
2,3,4,5.3,3122,2,1,1,279,Boroondara,-37.82676,145.04444,6,11308,525000
4,1,1,5.3,3122,4,2,2,750,Boroondara,-37.81557,145.04281,6,11308,2800000
3,1,1,5.3,3122,3,1,1,271,Boroondara,-37.81816,145.03938,6,11308,1870000
3,1,2,5.3,3122,3,2,2,273,Boroondara,-37.81625,145.03789,6,11308,2402500
3,1,2,5.3,3122,3,1,2,261,Boroondara,-37.81965,145.02367,6,11308,1955000
3,1,4,5.3,3122,3,1,2,290,Boroondara,-37.81767,145.04041,6,11308,1702000
2,3,5,5.3,3122,2,2,1,0,Boroondara,-37.8213,145.02913,6,11308,500000
4,1,2,5.3,3122,4,2,2,446,Boroondara,-37.82785,145.03816,6,11308,3399000
4,1,2,5.3,3122,4,2,1,595,Boroondara,-37.81396,145.01899,6,11308,3900000
2,3,2,5.3,3122,2,1,1,0,Boroondara,-37.82887,145.03676,6,11308,697000
2,3,2,6.2,3123,2,1,2,966,Boroondara,-37.82524,145.05568,6,6482,802500
1,3,2,6.2,3123,1,1,0,0,Boroondara,-37.8327,145.05428,6,6482,441000
3,1,2,6.2,3123,3,2,4,522,Boroondara,-37.82701,145.0541,6,6482,2680000
2,3,2,6.2,3123,2,1,1,1324,Boroondara,-37.83012,145.04751,6,6482,500000
2,2,2,8.9,3084,2,1,2,154,Banyule,-37.75343,145.06328,1,2890,738000
3,2,3,8.8,3081,3,2,2,192,Banyule,-37.74128,145.05607,1,2947,715000
3,1,2,8.8,3081,3,1,0,583,Banyule,-37.73752,145.05228,1,2947,800000
2,2,2,8.8,3081,2,1,1,129,Banyule,-37.74931,145.05505,1,2947,680000
3,1,2,8.8,3081,3,1,2,648,Banyule,-37.73658,145.05341,1,2947,1010000
3,3,5,8.8,3081,3,1,1,277,Banyule,-37.73426,145.05986,1,2947,630000
3,1,2,8.8,3081,3,1,2,377,Banyule,-37.73712,145.0369,1,2674,605000
3,1,2,8.8,3081,3,1,2,429,Banyule,-37.73704,145.03697,1,2674,580000
2,3,2,8.8,3081,2,1,1,94,Banyule,-37.74432,145.04721,1,2674,444000
2,1,2,8.8,3081,2,2,1,220,Banyule,-37.73549,145.0487,1,2674,532000
3,1,2,16,3190,3,2,3,598,Bayside,-37.95357,145.02651,6,4794,1600000
4,1,2,18,3037,4,2,2,661,Brimbank,-37.69655,144.75538,7,5556,677000
4,1,2,18,3037,4,2,2,704,Melton,-37.68175,144.74087,7,5556,737500
3,1,4,18.4,3029,3,2,2,530,Wyndham,-37.86713,144.71086,7,13830,520000
3,1,2,18.4,3029,3,2,2,540,Wyndham,-37.8765,144.69638,7,13830,553100
3,1,2,18.4,3029,3,2,1,435,Wyndham,-37.86767,144.68409,7,13830,418000
3,1,2,18.4,3029,3,1,1,663,Wyndham,-37.86658,144.71221,7,13830,505000
3,1,2,18.4,3029,3,1,1,581,Wyndham,-37.87711,144.68825,7,13830,492000
4,1,5,18.4,3029,4,2,3,800,Wyndham,-37.87051,144.7141,7,13830,680000
4,1,2,18.4,3029,4,2,2,546,Wyndham,-37.85146,144.67109,7,13830,472000
3,1,2,18.4,3029,3,1,2,537,Wyndham,-37.87016,144.70606,7,13830,442500
3,3,2,12.3,3166,3,2,2,311,Monash,-37.89829,145.08141,6,3145,1203500
3,1,5,12.3,3166,3,1,2,603,Monash,-37.90192,145.0756,6,3145,1250000
3,1,2,7.8,3079,3,1,2,424,Banyule,-37.76353,145.02941,1,5549,1475000
3,1,2,7.8,3079,3,1,2,617,Banyule,-37.77212,145.05813,1,1554,1640000
3,1,2,14,3047,3,1,1,708,Hume,-37.68825,144.91484,3,851,590500
3,1,2,14.5,3036,3,1,1,589,Brimbank,-37.7143,144.8315,7,2339,895000
4,1,2,15.5,3038,4,2,3,696,Brimbank,-37.72394,144.8147,7,3656,790000
3,1,2,11.7,3033,3,1,0,534,Moonee Valley,-37.7444,144.86124,7,5629,825000
3,1,2,11.7,3033,3,2,4,546,Moonee Valley,-37.74761,144.8521,7,5629,806000
4,1,2,11.7,3033,4,2,2,535,Moonee Valley,-37.74083,144.85545,7,5629,698000
3,1,2,10.4,3042,3,2,1,468,Brimbank,-37.72203,144.85994,7,1119,752500
1,3,4,3.4,3031,1,1,1,0,Melbourne,-37.79741,144.92614,3,5263,400000
1,2,2,3.4,3031,1,1,0,91,Melbourne,-37.7914,144.93076,3,5263,715000
3,1,4,5.4,3101,3,1,2,257,Boroondara,-37.81176,145.02807,6,10331,1300000
3,3,2,5.4,3101,3,1,1,1096,Boroondara,-37.81207,145.0371,6,10331,660000
4,1,1,5.4,3101,4,3,1,638,Boroondara,-37.80719,145.02248,6,10331,2425000
2,2,2,5.4,3101,2,1,3,193,Boroondara,-37.79438,145.03369,6,10331,825000
2,3,2,5.4,3101,2,1,1,0,Boroondara,-37.80154,145.03258,6,10331,682000
5,1,2,5.4,3101,5,2,2,842,Boroondara,-37.80469,145.05213,6,10331,3200500
3,1,1,5.4,3101,3,2,2,200,Boroondara,-37.7948,145.0364,6,10331,1110000
4,1,2,7.3,3102,4,1,2,836,Boroondara,-37.79702,145.05352,6,2671,2258000
3,1,5,7.3,3102,3,3,1,204,Boroondara,-37.7927,145.05349,6,2671,1650000
4,1,2,25.2,3173,4,2,2,560,Greater Dandenong,-38.00512,145.14935,5,8459,1250000
5,1,4,14,3021,5,2,3,545,Brimbank,-37.7323,144.77861,7,2878,520000
4,1,2,23.3,3180,4,2,2,900,Knox,-37.87695,145.2547,1,2949,1218000
4,1,2,23.3,3180,4,2,2,620,Knox,-37.88308,145.24953,1,2949,1010000
2,3,2,16.3,3075,2,1,2,138,Whittlesea,-37.67527,145.02775,3,8279,383000
3,1,2,16.3,3075,3,2,2,534,Whittlesea,-37.67323,145.03976,3,8279,600000
3,1,2,16.3,3075,3,1,1,533,Whittlesea,-37.67605,145.03956,3,8279,487000
3,1,2,16.3,3075,3,1,2,640,Whittlesea,-37.6591,145.00549,3,8279,572000
2,3,1,14.6,3093,2,2,2,248,Banyule,-37.72473,145.11657,1,1624,650000
3,1,2,6.4,3012,3,1,2,417,Maribyrnong,-37.78867,144.87397,7,3873,793000
4,1,1,5.9,3144,4,2,2,510,Stonnington,-37.863,145.03946,6,4675,2775000
3,1,1,5.9,3144,3,2,0,312,Stonnington,-37.86162,145.03065,6,4675,1700000
3,2,2,8.4,3145,3,1,1,206,Stonnington,-37.87107,145.04991,6,8801,1060000
4,1,2,8.4,3145,4,2,0,589,Stonnington,-37.87391,145.05562,6,8801,2400000
2,3,2,4.3,3032,2,1,1,81,Maribyrnong,-37.77323,144.89268,7,4918,530000
2,3,4,4.3,3032,2,1,1,0,Maribyrnong,-37.77296,144.88057,7,4918,450000
4,1,4,4.3,3032,4,2,4,251,Maribyrnong,-37.7839,144.89431,7,4918,1510500
2,3,2,4.3,3032,2,1,1,4977,Maribyrnong,-37.77367,144.88161,7,4918,353000
2,1,4,11.4,3204,2,1,2,368,Glen Eira,-37.91304,145.0373,6,2397,1250000
5,1,2,11.4,3204,5,2,2,904,Glen Eira,-37.91074,145.03068,6,2397,2300000
2,3,2,0,3000,2,1,1,0,Melbourne,-37.81267,144.96273,3,17496,720000
3,1,4,31.7,3337,3,1,4,600,Melton,-37.68734,144.58001,8,3600,295000
4,1,2,29.8,3338,4,2,1,587,Melton,-37.69392,144.57468,8,4718,347500
3,1,2,31.7,3337,3,2,2,740,Melton,-37.68052,144.55106,4,6065,410000
3,2,2,20,3194,3,1,2,309,Kingston,-37.98009,145.06118,5,6162,1010000
5,1,2,20,3194,5,2,2,720,Kingston,-37.98439,145.06812,5,6162,1485000
3,1,1,3,3206,3,2,1,411,Port Phillip,-37.85327,144.96223,6,2019,3750000
3,1,5,3,3206,3,2,0,138,Port Phillip,-37.84962,144.95856,6,2019,1750000
2,2,2,17.9,3082,2,1,1,114,Whittlesea,-37.67761,145.06132,3,10529,480750
5,1,4,17.9,3082,5,2,2,574,Whittlesea,-37.66936,145.05413,3,10529,725000
2,3,2,17.2,3132,2,1,1,300,Whitehorse,-37.80574,145.18832,1,6871,695000
2,1,2,17.2,3132,2,1,4,446,Whitehorse,-37.81906,145.21253,1,6871,655000
3,3,4,17.2,3132,3,1,2,208,Whitehorse,-37.8135,145.19972,1,6871,775000
3,3,5,17.2,3132,3,1,2,439,Whitehorse,-37.82596,145.1872,1,6871,820000
4,1,2,17.2,3132,4,2,2,708,Whitehorse,-37.80601,145.20106,1,6871,990000
2,1,2,17.2,3132,2,1,1,697,Whitehorse,-37.81808,145.2057,1,6871,883000
4,1,2,10.2,3127,4,2,0,420,Whitehorse,-37.81788,145.11454,1,2079,1462000
3,1,2,16.2,3094,3,2,2,842,Banyule,-37.72096,145.12948,1,3891,1130000
3,2,2,16.2,3094,3,2,2,397,Banyule,-37.72331,145.11909,1,3891,960000
4,1,2,16.2,3094,4,2,1,973,Banyule,-37.72082,145.12027,1,3891,1050000
3,1,2,16.2,3094,3,1,1,575,Banyule,-37.72089,145.11987,1,3891,900000
3,1,2,16.2,3094,3,1,0,396,Banyule,-37.71665,145.11682,1,3891,806000
3,1,2,16.2,3094,3,2,1,1125,Banyule,-37.71541,145.11666,1,3891,1160000
3,1,1,16.2,3094,3,1,3,615,Banyule,-37.72588,145.13443,1,3891,700000
4,1,2,16.2,3094,4,3,2,701,Banyule,-37.71871,145.13559,1,3891,980000
4,2,2,14.2,3149,4,2,2,243,Monash,-37.86463,145.14284,1,13366,1250800
4,1,2,14.2,3149,4,3,2,768,Monash,-37.85896,145.11484,1,13366,1327000
2,3,2,14.2,3149,2,1,1,296,Monash,-37.87128,145.13051,1,13366,670000
3,1,2,14.2,3149,3,1,2,1321,Monash,-37.88569,145.1438,1,13366,1615000
4,1,2,14.2,3149,4,3,2,668,Monash,-37.87118,145.12478,1,13366,1400000
2,3,2,14.2,3149,2,1,1,190,Monash,-37.87677,145.11961,1,13366,620000
3,1,2,18.8,3170,3,2,2,324,Monash,-37.92783,145.19685,5,7113,800000
4,1,2,10.1,3163,4,2,2,589,Glen Eira,-37.90017,145.06435,6,4442,1540000
1,2,2,10.1,3163,1,1,1,0,Glen Eira,-37.89018,145.06865,6,4442,470000
3,3,2,10.1,3163,3,2,2,441,Glen Eira,-37.89706,145.07483,6,4442,1160000
3,2,4,10.4,3042,3,1,1,178,Moonee Valley,-37.74731,144.88826,7,2291,715000
4,1,2,10.4,3042,4,2,2,650,Moonee Valley,-37.73327,144.87482,7,2291,1010000
3,1,2,10.4,3042,3,1,2,577,Moonee Valley,-37.73521,144.87709,7,2291,980000
3,1,2,22.7,3174,3,1,4,695,Greater Dandenong,-37.96015,145.16618,5,11806,730000
3,1,4,22.7,3174,3,1,1,587,Greater Dandenong,-37.96968,145.16832,5,11806,676000
4,1,2,22.7,3174,4,2,4,702,Greater Dandenong,-37.97412,145.18022,5,11806,805000
